,Departamento,Municipality,Grid,MPIO_CCNCT,Coca Cultivation Area,Base Coca,Total Erradication,Predicted
80654,PUTUMAYO,PUERTO LEGUÍZAMO,132_40_2_3,86573,46.08723145047,503308.0,8154.176,47.563875160217286
47189,GUAVIARE,SAN JOSÉ DEL GUAVIARE,97_59_1_6,95001,2.55,0.0,19012.84,3.7148999428749083
49224,META,LA MACARENA,109_11_4_9,50350,2.04,0.0,0.0,2.0500999695062636
37971,CÓRDOBA,TIERRALTA,25_74_3_21,23807,1.0757497774749,667094.0,1201.03,3.2241244542598726
34524,CHOCÓ,RIOSUCIO,30_10_2_21,27615,64.14510636554999,44001.0,1076.884,13.03766194820404
46103,GUAVIARE,SAN JOSÉ DEL GUAVIARE,97_43_3_14,95001,0.9,0.0,7492.03,0.7433999872207642
85547,VALLE DEL CAUCA,JAMUNDÍ,78_77_4_16,76364,0.99199601,60497.0,0.0,2.2610327517986297
47007,GUAVIARE,SAN JOSÉ DEL GUAVIARE,97_57_1_24,95001,14.34865051,4300600.0,58753.963,17.002023401260377
75444,PUTUMAYO,PUERTO ASÍS,120_90_2_10,86568,3.897027410604,6129864.0,13610.990000000002,6.5350248861312865
54987,META,PUERTO RICO,96_37_2_25,50590,17.04454705188,3909399.0,12379.376,20.463758964538574
36600,CÓRDOBA,SAN JOSÉ DE URÉ,25_90_3_18,23682,7.8125723889700005,459389.0,0.0,12.376377792358399
44097,GUAVIARE,MIRAFLORES,125_10_3_12,95200,3.21418374439,3412644.0,14225.053,12.922429866790772
32948,CHOCÓ,EL LITORAL DEL SAN JUAN,66_56_1_15,27250,0.0317,0.0,973.2,0.08527000032365323
21257,CAQUETÁ,MILÁN,122_12_3_12,18460,2.79,0.0,122.67,2.133093650219962
89220,VICHADA,CUMARIBO,75_3_2_15,99773,2.07,0.0,0.0,0.8397000014781952
81975,PUTUMAYO,VALLE DEL GUAMUEZ,120_84_4_24,86865,83.02379022398,4068614.0,51551.01,74.03638844490051
81421,PUTUMAYO,PUERTO LEGUÍZAMO,134_83_4_18,86573,11.52,0.0,1182.8,8.367100295126438
64818,NARIÑO,SAN ANDRÉS DE TUMACO,104_46_2_1,52835,1.08,3545606.0,37688.19,1.3682042384147644
62678,NARIÑO,OLAYA HERRERA,90_89_3_15,52490,4.736225841955,1746690.0,12585.78,7.2955537760257725
49786,META,LA MACARENA,95_53_3_12,50350,0.8,0.0,0.0,3.2800999987125397
48612,MAGDALENA,SANTA MARTA,3_100_4_19,47001,3.06,0.0,0.0,2.237800050377846
12178,BOLÍVAR,RÍO VIEJO,20_76_3_15,13600,0.36,0.0,402.43,1.2352000212669372
79834,PUTUMAYO,PUERTO LEGUÍZAMO,122_63_2_16,86573,3.31,0.0,2723.0200000000004,7.906076412200928
42372,GUAVIARE,EL RETORNO,98_86_3_14,95025,92.29538884356,5843149.0,37828.502,87.547952709198
15021,BOLÍVAR,TIQUISIO,27_3_4_11,13810,8.688204321696,851.0,633.08,7.773908114433288
85550,VALLE DEL CAUCA,JAMUNDÍ,78_77_4_21,76364,5.90776056,60497.0,0.0,3.6439385467767718
61508,NARIÑO,MAGÜÍ,104_30_2_21,52427,0.476285969529,0.0,0.0,0.8332574167847633
6396,ANTIOQUIA,TARAZÁ,33_1_1_23,5790,3.6,13949.0,34058.63,8.547944539785385
29094,CAUCA,LÓPEZ DE MICAY,91_10_4_3,19418,3.4871475100000002,0.0,2310.9700000000003,5.127429051995278
48621,MAGDALENA,SANTA MARTA,3_100_4_7,47001,1.2,0.0,1763.7800000000002,2.695799981355667
78254,PUTUMAYO,PUERTO GUZMÁN,121_36_4_20,86571,3.38,34396.0,8126.889999999999,2.0177398353815077
13469,BOLÍVAR,SANTA ROSA DEL SUR,27_46_4_5,13688,21.26032234974,498099.0,7343.88,20.745467824935915
27710,CAUCA,EL TAMBO,92_62_1_14,19256,28.64238674905,1573270.0,2306.8289999999997,98.62554103851318
25908,CAQUETÁ,VALPARAÍSO,121_28_2_7,18860,6.8500000000000005,800.0,1731.72,6.398052023947239
85689,VAUPÉS,CARURÚ,112_96_3_16,97161,0.41000000000000003,0.0,0.0,7.976443985700607
64939,NARIÑO,SAN ANDRÉS DE TUMACO,104_47_3_1,52835,7.053572864115,9637108.0,88984.6,10.870405039787293
39059,GUAVIARE,CALAMAR,111_11_4_25,95015,1.53,0.0,3240.8900000000003,1.7006999790668487
791,ANTIOQUIA,AMALFI,33_67_1_5,5031,5.74,0.0,998.6800000000001,5.29295264929533
36579,CÓRDOBA,SAN JOSÉ DE URÉ,25_90_2_12,23682,9.109307276660001,156948.0,0.0,4.047416953146458
55241,META,PUERTO RICO,96_48_4_12,50590,35.77709937802,4482997.0,29391.526,41.72956111907959
27974,CAUCA,EL TAMBO,92_74_1_4,19256,9.766829207704,918946.0,183.579,14.429332466125489
86232,VICHADA,CUMARIBO,62_96_4_6,99773,0.36,0.0,7582.68,1.222199974656105
68567,NORTE DE SANTANDER,EL TARRA,21_68_2_24,54250,107.04940126203,2530862.0,2560.07,89.93673754692078
76044,PUTUMAYO,PUERTO ASÍS,121_72_3_11,86568,62.775755388374,10313367.0,63727.8938,89.88035068511962
86944,VICHADA,CUMARIBO,73_38_3_15,99773,1.44,0.0,12868.61,1.853600058555603
40307,GUAVIARE,EL RETORNO,111_25_2_25,95025,9.33,2277034.0,16931.673,11.861171090602875
31351,CAUCA,TIMBIQUÍ,91_39_1_25,19809,7.0881,3650.0,12027.960000000001,5.980660910606384
36745,CÓRDOBA,TIERRALTA,25_37_3_11,23807,1.17,0.0,0.0,0.8802000188827515
8226,ANTIOQUIA,ZARAGOZA,33_9_4_23,5895,7.9799999999999995,0.0,5937.08,13.204930686950684
36883,CÓRDOBA,TIERRALTA,25_43_3_8,23807,2.94309863177,200601.0,0.0,1.927046106159687
69140,NORTE DE SANTANDER,HACARÍ,28_17_2_8,54344,1.69558594,1034.0,0.0,1.6513268484175205
73361,PUTUMAYO,MOCOA,120_8_1_8,86001,1.08,0.0,164.66,1.272600028514862
22005,CAQUETÁ,PUERTO RICO,108_46_4_20,18592,0.45,2775.0,1501.9199999999998,1.4368999660015107
26841,CAUCA,BUENOS AIRES,78_87_3_16,19110,12.38964388383,5020.0,0.0,2.9419781160354614
43183,GUAVIARE,MIRAFLORES,111_80_2_23,95200,19.0636,1916136.0,12957.603,7.630921832323074
40255,GUAVIARE,EL RETORNO,111_18_2_19,95025,0.7171875,95552.0,602.07,2.065037751980126
8737,ARAUCA,ARAUQUITA,37_85_2_23,81065,7.82,0.0,4650.5199999999995,6.914700126647949
15872,CAQUETÁ,ALBANIA,107_96_2_9,18029,1.71,0.0,358.43,1.2925298368930818
39377,GUAVIARE,CALAMAR,111_21_2_4,95015,6.4399999999999995,0.0,7351.700000000001,2.854844976067543
90000,VICHADA,CUMARIBO,85_37_2_15,99773,80.93971263643999,4578015.0,40577.372,71.31930624008179
85948,VAUPÉS,MITÚ,127_56_4_18,97001,0.45,19160.0,0.0,0.6947999942302704
58210,NARIÑO,BARBACOAS,104_90_2_4,52079,60.93050072077,1648807.0,23114.931,56.18833461761474
30650,CAUCA,SANTA ROSA,106_89_3_25,19701,1.71,0.0,0.0,1.7875415340065957
84532,SANTANDER,SUCRE,44_77_1_1,68773,1.08,0.0,1197.42,4.036312950849533
51791,META,MAPIRIPÁN,84_85_4_23,50325,2.173,263075.0,373.262,2.0512263971567153
76709,PUTUMAYO,PUERTO CAICEDO,120_50_3_8,86569,39.83154264146,7293235.0,17074.7032,34.557301139831544
79859,PUTUMAYO,PUERTO LEGUÍZAMO,122_63_4_1,86573,7.87,0.0,1227.97,5.551475101709366
44990,GUAVIARE,SAN JOSÉ DEL GUAVIARE,96_78_1_6,95001,9.174628480939,6305843.0,9230.012999999999,9.43751914024353
52296,META,MAPIRIPÁN,98_3_2_6,50325,0.09,0.0,5155.6900000000005,0.5263999882340431
70175,NORTE DE SANTANDER,SARDINATA,28_9_2_17,54720,23.23593635985,3632893.0,832.8,34.54850435256958
17967,CAQUETÁ,CARTAGENA DEL CHAIRÁ,123_31_4_17,18150,4.89,0.0,5199.74,6.490199842453003
67366,NARIÑO,SANTA BÁRBARA,91_96_3_9,52696,1.35,8915.0,3667.66,4.0274322488904
60294,NARIÑO,EL PEÑOL,105_69_3_24,52254,1.21105319,560.0,0.0,1.6804699454456569
35182,CHOCÓ,TADÓ,54_50_3_20,27787,0.9,0.0,0.0,1.77026199772954
82172,PUTUMAYO,VALLE DEL GUAMUEZ,120_86_4_3,86865,81.69598943095,4388503.0,52996.371,65.38447647094726
16546,CAQUETÁ,CARTAGENA DEL CHAIRÁ,108_87_4_1,18150,4.8950391,250612.0,547.8,4.201525454074145
39174,GUAVIARE,CALAMAR,111_13_3_22,95015,4.777,3068386.0,12764.4,9.511383481025696
67684,NORTE DE SANTANDER,CONVENCIÓN,21_85_1_3,54206,11.00262610878,583234.0,0.0,13.357574622631073
7331,ANTIOQUIA,YALÍ,33_90_4_23,5885,0.418359375,155.0,0.0,0.484024241566658
80686,PUTUMAYO,PUERTO LEGUÍZAMO,132_6_1_25,86573,17.25124635461,289983.0,8154.176,33.51727741241455
71397,NORTE DE SANTANDER,TIBÚ,21_40_1_1,54810,9.66712180325,16489675.0,17312.89,25.818729047775268
48982,MAGDALENA,SANTA MARTA,4_91_2_22,47001,4.77,0.0,3324.03,10.025499935150146
80164,PUTUMAYO,PUERTO LEGUÍZAMO,122_84_1_5,86573,2.91,0.0,2002.4,5.850883890390396
19450,CAQUETÁ,EL DONCELLO,108_33_3_24,18247,34.7023489087,1687969.0,697.7090000000001,30.4443097782135
74580,PUTUMAYO,ORITO,120_76_1_5,86320,34.053763320436,4391640.0,75992.52,39.863040161132815
77865,PUTUMAYO,PUERTO GUZMÁN,121_32_1_8,86571,21.3032028021,456098.0,13791.71,19.601169941425322
69978,NORTE DE SANTANDER,SARDINATA,28_20_4_25,54720,18.021866705613,3807054.0,0.0,17.012917227745056
37128,CÓRDOBA,TIERRALTA,25_52_1_18,23807,8.959906778228,1128471.0,3443.215,15.215021200180054
46289,GUAVIARE,SAN JOSÉ DEL GUAVIARE,97_46_1_5,95001,1.15,0.0,13028.34,1.5644999843835832
86227,VICHADA,CUMARIBO,62_96_4_1,99773,0.18,0.0,7582.68,1.5461999994516373
44992,GUAVIARE,SAN JOSÉ DEL GUAVIARE,96_78_1_8,95001,24.09783755285,6160733.0,53255.093,23.68603594303131
15090,BOYACÁ,CUBARÁ,36_59_1_21,15223,1.41,0.0,0.0,2.0474000096321108
1206,ANTIOQUIA,ANORÍ,33_34_2_4,5040,4.77850904999999,46983.0,1755.73,3.0593732541799543
83184,SANTANDER,BETULIA,35_43_4_15,68092,1.53,0.0,0.0,3.2174999207258224
20363,CAQUETÁ,LA MONTAÑITA,108_51_4_9,18410,1.348792837031,677330.0,0.0,2.8936710476875307
25973,CAQUETÁ,VALPARAÍSO,122_11_3_19,18860,0.54,0.0,461.8,0.7044000068306923
82964,PUTUMAYO,VILLAGARZÓN,120_39_4_19,86885,28.8001431565968,1705652.0,4032.06,15.445926975607872
83219,SANTANDER,BETULIA,35_54_1_6,68092,2.9699999999999998,0.0,136.32,5.9103000867366795
24850,CAQUETÁ,SOLANO,122_36_2_6,18756,2.2,0.0,1098.35,3.0775999772548674
69167,NORTE DE SANTANDER,HACARÍ,28_7_1_20,54344,3.878600161071,3987.0,0.0,6.602278127670288
29243,CAUCA,LÓPEZ DE MICAY,92_11_4_21,19418,3.4104,0.0,2488.17,2.351969358921051
82184,PUTUMAYO,VALLE DEL GUAMUEZ,120_87_1_14,86865,28.41329664212,4393086.0,38198.831,26.232823295593263
46763,GUAVIARE,SAN JOSÉ DEL GUAVIARE,97_54_2_7,95001,1.78,0.0,22381.72,4.666200121641159
65304,NARIÑO,SAN ANDRÉS DE TUMACO,104_56_1_1,52835,18.66100021957,14622956.0,57975.095,17.13758584022522
31764,CHOCÓ,ALTO BAUDÓ,54_24_4_15,27025,1.2487575472080001,0.0,0.0,0.6936437236331403
13217,BOLÍVAR,SANTA ROSA DEL SUR,27_36_3_9,13688,10.44672549097,799542.0,5121.5292,20.046485161781312
52979,META,PUERTO CONCORDIA,97_22_2_1,50450,6.52,0.0,5052.12,6.264799938201905
32236,CHOCÓ,BAJO BAUDÓ,54_43_3_23,27077,9.2285,432.0,1389.77,7.907268223762512
35098,CHOCÓ,SIPÍ,66_50_1_12,27745,5.131416680635,659334.0,0.0,9.200031943321228
48344,LA GUAJIRA,DIBULLA,4_94_3_20,44090,0.36,0.0,0.0,2.016199997663498
73957,PUTUMAYO,ORITO,120_63_2_7,86320,1.6500000000000001,0.0,4184.11,1.7923999753035604
11653,BOLÍVAR,MONTECRISTO,27_53_3_22,13458,16.18475849918,627956.0,4311.666,15.119831614494323
17130,CAQUETÁ,CARTAGENA DEL CHAIRÁ,122_19_3_23,18150,2.25,0.0,4543.59,2.8018999791145323
20045,CAQUETÁ,FLORENCIA,107_49_2_16,18001,5.81794580469,258718.0,0.0,3.9982500499486924
73652,PUTUMAYO,ORITO,120_55_2_13,86320,3.9780688338,2313010.0,8169.99,4.919803749322892
22288,CAQUETÁ,PUERTO RICO,108_67_2_19,18592,10.067402620000001,360340.0,2457.8,9.629497704431415
71827,NORTE DE SANTANDER,TIBÚ,21_60_1_25,54810,13.68414007,9824496.0,6849.349999999999,14.369079320430755
25546,CAQUETÁ,SOLITA,121_28_1_17,18785,2.16,0.0,1151.16,2.451065036058426
52295,META,MAPIRIPÁN,98_3_2_3,50325,6.48,704866.0,18255.25,11.19923550605774
29027,CAUCA,LÓPEZ DE MICAY,78_95_1_3,19418,0.18617239,0.0,822.83,2.3704423448443412
41740,GUAVIARE,EL RETORNO,97_88_4_9,95025,0.45,849705.0,4459.21,0.7236734248697758
10108,ARAUCA,TAME,47_17_3_14,81794,0.4308,17220.0,0.0,0.8762220054864883
80201,PUTUMAYO,PUERTO LEGUÍZAMO,122_84_4_13,86573,5.6479,109123.0,4972.196,14.715787127017975
3390,ANTIOQUIA,EL BAGRE,33_10_1_21,5250,8.40022414375,949520.0,2371.38,7.080182769000531
39545,GUAVIARE,CALAMAR,111_24_2_19,95015,0.47200000000000003,2025157.0,3153.5699999999997,3.0672044536471366
2786,ANTIOQUIA,EL BAGRE,26_69_1_4,5250,8.72,27871.0,13573.08,12.951262276172638
39605,GUAVIARE,CALAMAR,111_2_2_10,95015,1.62,0.0,5330.16,2.8293000257015226
85642,VALLE DEL CAUCA,JAMUNDÍ,78_88_1_9,76364,47.792674341,472091.0,0.0,32.26338695287704
76119,PUTUMAYO,PUERTO ASÍS,121_73_3_16,86568,44.75065831559,10313367.0,42711.4138,66.70760473251343
634,ANTIOQUIA,AMALFI,33_47_3_15,5031,3.4772360100000004,5892.0,1268.47,3.9293678545951845
12465,BOLÍVAR,SAN MARTÍN DE LOBA,20_67_1_19,13667,6.119999999999999,0.0,199.02,4.837499905824661
16479,CAQUETÁ,CARTAGENA DEL CHAIRÁ,108_86_3_24,18150,4.81972403469,122987.0,2553.71,5.452917577028274
69594,NORTE DE SANTANDER,SAN CALIXTO,21_97_2_21,54670,2.022819743601,1107353.0,0.0,37.58693904876709
25288,CAQUETÁ,SOLANO,122_97_4_16,18756,1.0135321,37.0,0.0,0.5241546142846346
30006,CAUCA,PIAMONTE,120_20_3_1,19533,7.9353423874399995,869153.0,805.67,11.812656009197235
4223,ANTIOQUIA,REMEDIOS,33_48_2_19,5604,6.4453452,65303.0,148.48,3.957366221547127
17060,CAQUETÁ,CARTAGENA DEL CHAIRÁ,122_18_3_15,18150,0.63,0.0,465.07,0.9162999999523163
34539,CHOCÓ,RIOSUCIO,30_10_4_13,27615,0.9,100.0,0.0,2.529899950027466
32167,CHOCÓ,BAJO BAUDÓ,54_42_3_20,27077,2.2003,12432.0,1932.37,2.864700343608856
78290,PUTUMAYO,PUERTO GUZMÁN,121_37_3_23,86571,14.46328125,318186.0,15781.24,8.584310607910156
7448,ANTIOQUIA,YONDÓ,34_46_4_14,5893,2.16,0.0,924.12,2.8551000452041624
45006,GUAVIARE,SAN JOSÉ DEL GUAVIARE,96_78_2_21,95001,28.775441697877,6922009.0,56616.893000000004,32.08379290580749
42021,GUAVIARE,EL RETORNO,97_95_3_13,95025,5.40444933,3034540.0,20412.132999999998,5.74261598110199
51428,META,MAPIRIPÁN,84_61_2_25,50325,1.44,327273.0,11071.49,3.4996760749816893
3417,ANTIOQUIA,EL BAGRE,33_10_2_23,5250,6.1497,77871.0,12716.91,7.67681356549263
74555,PUTUMAYO,ORITO,120_75_4_5,86320,18.767568777452,2382489.0,32088.579999999998,15.515015106201172
78167,PUTUMAYO,PUERTO GUZMÁN,121_35_4_8,86571,11.434313435229999,285423.0,16894.059999999998,13.98057053565979
21822,CAQUETÁ,PUERTO RICO,108_27_1_25,18592,1.443150579951,957718.0,391.67199999999997,6.121424046754837
19406,CAQUETÁ,EL DONCELLO,108_23_4_13,18247,9.52281358094,1338017.0,160.161,11.503313496112824
19942,CAQUETÁ,EL PAUJÍL,108_75_1_16,18256,5.041292275938,724538.0,1141.433,5.790228490531445
88841,VICHADA,CUMARIBO,75_11_2_12,99773,21.752828739999998,1964557.0,28976.381999999998,19.269414134025574
762,ANTIOQUIA,AMALFI,33_58_1_22,5031,3.9699999999999998,0.0,690.97,1.0083999985456467
21785,CAQUETÁ,PUERTO RICO,108_25_2_9,18592,5.104687500000001,76558.0,0.0,4.770911807417869
38039,CÓRDOBA,TIERRALTA,25_75_4_15,23807,59.4946008106,1151663.0,6959.256,54.82960205078125
86765,VICHADA,CUMARIBO,73_10_4_3,99773,0.9954,679948.0,0.0,0.8712190061807632
17850,CAQUETÁ,CARTAGENA DEL CHAIRÁ,123_21_4_12,18150,4.41,0.0,1691.9900000000002,5.039599920511246
4989,ANTIOQUIA,SAN LUIS,43_76_2_6,5660,0.36,0.0,0.0,0.6512000072002411
55405,META,PUERTO RICO,96_58_1_14,50590,41.52616278366,4482997.0,24852.906,34.43708324432373
59485,NARIÑO,CUMBITARA,105_48_3_4,52233,1.62,0.0,5462.86,3.2597485834360125
58745,NARIÑO,BARBACOAS,105_51_4_15,52079,14.94954604469,1623279.0,23114.931,21.865549366474152
51491,META,MAPIRIPÁN,84_62_3_15,50325,2.43,0.0,5155.6900000000005,4.566600009202957
48796,MAGDALENA,SANTA MARTA,3_98_2_14,47001,5.4334,785064.0,0.0,2.7066695766896007
45950,GUAVIARE,SAN JOSÉ DEL GUAVIARE,97_38_3_18,95001,4.169449999999999,4852631.0,0.0,4.665960290431976
50160,META,LA MACARENA,95_78_4_15,50350,20.73319482983,735822.0,3275.32,30.884727954864502
78313,PUTUMAYO,PUERTO GUZMÁN,121_37_4_3,86571,7.17,41067.0,26023.92,9.325028116703033
81194,PUTUMAYO,PUERTO LEGUÍZAMO,133_50_1_25,86573,0.42,0.0,1182.8,1.4865999999642372
31389,CAUCA,TIMBIQUÍ,91_39_3_23,19809,1.1432,3650.0,7270.34,2.745891044139862
24475,CAQUETÁ,SOLANO,122_25_3_12,18756,4.95,0.0,2033.09,3.3654184770584106
2060,ANTIOQUIA,CÁCERES,26_85_3_7,5120,8.915943855066,944780.0,7990.21,7.411187705993652
48147,LA GUAJIRA,DIBULLA,10_3_2_24,44090,3.6,0.0,0.0,1.114199989438057
85614,VALLE DEL CAUCA,JAMUNDÍ,78_87_2_6,76364,17.97252720585,472091.0,0.0,28.075341619551182
46325,GUAVIARE,SAN JOSÉ DEL GUAVIARE,97_46_3_24,95001,21.26571871,5630486.0,56185.593,20.42774998664856
48615,MAGDALENA,SANTA MARTA,3_100_4_22,47001,0.04,400904.0,0.0,0.9969242385029793
84458,SANTANDER,SUCRE,44_67_1_24,68773,0.63,0.0,993.16,0.8541000017523765
54377,META,PUERTO RICO,96_18_1_24,50590,6.51,0.0,21253.0,10.897100200653076
14896,BOLÍVAR,TIQUISIO,20_94_2_6,13810,2.61,0.0,0.0,2.2736100506782533
63999,NARIÑO,ROBERTO PAYÁN,104_9_3_12,52621,0.0186,480550.0,1361.703,0.1154155570268631
29277,CAUCA,LÓPEZ DE MICAY,92_12_3_23,19418,3.425610094496,0.0,2370.25,5.3174266850948335
27040,CAUCA,CORINTO,79_82_3_5,19212,1.7418807200000002,517324.0,0.0,3.8328983596339823
51456,META,MAPIRIPÁN,84_62_1_13,50325,12.799999999999999,0.0,7196.58,10.387400088310242
3910,ANTIOQUIA,NARIÑO,56_24_1_13,5483,4.66,35021.0,0.0,5.40294817507267
10549,BOLÍVAR,BARRANCO DE LOBA,20_66_3_20,13074,3.79,0.0,0.0,2.9814999800920488
55932,META,URIBE,81_84_4_12,50370,4.75,0.0,0.0,4.1023098272085186
61648,NARIÑO,MAGÜÍ,105_12_1_10,52427,0.4787,26525.0,9682.21,1.0428390038013458
66618,NARIÑO,SAN ANDRÉS DE TUMACO,104_85_2_3,52835,229.24715235758,22717839.0,172974.46,224.47927368164062
36512,CÓRDOBA,SAN JOSÉ DE URÉ,25_89_2_24,23682,0.39667779999999997,160550.0,0.0,2.103416976928711
61224,NARIÑO,LEIVA,106_11_1_3,52405,2.488944894277,101961.0,224.57,7.316837705373764
35558,CÓRDOBA,MONTELÍBANO,25_56_3_7,23466,0.3108588,5376.0,0.0,1.6258626854792237
59419,NARIÑO,CUMBITARA,105_38_3_18,52233,30.45316875,46971.0,7940.548,11.468240611851215
89804,VICHADA,CUMARIBO,85_18_3_17,99773,42.2,1906349.0,36231.44,39.572486276626584
83929,SANTANDER,EL PEÑÓN,44_57_4_21,68250,0.00172575,0.0,0.0,2.373453502058983
90528,VICHADA,CUMARIBO,86_24_1_22,99773,13.02,2931074.0,18887.32,7.570093994140625
31936,CHOCÓ,ALTO BAUDÓ,54_4_4_23,27025,1.53,0.0,0.0,1.3256999856233598
44001,GUAVIARE,MIRAFLORES,112_92_3_15,95200,0.3375,87071.0,2130.413,0.9676497131586075
4412,ANTIOQUIA,REMEDIOS,34_52_1_20,5604,0.76,0.0,0.0,0.9004999899864197
12514,BOLÍVAR,SAN MARTÍN DE LOBA,20_77_1_7,13667,0.81,0.0,199.02,3.390299987792969
76026,PUTUMAYO,PUERTO ASÍS,121_72_2_18,86568,135.5308356354,7721024.0,56191.8238,101.69405599594116
89644,VICHADA,CUMARIBO,85_15_2_3,99773,64.2012,3909612.0,27398.16,56.03339647293091
53986,META,PUERTO LLERAS,96_4_1_5,50577,37.02,0.0,9679.029999999999,38.55810073852539
65849,NARIÑO,SAN ANDRÉS DE TUMACO,104_67_2_17,52835,36.96483179654,17622324.0,78723.09,40.182457330226896
8147,ANTIOQUIA,ZARAGOZA,33_8_2_7,5895,32.53,0.0,5999.09,29.202999029159546
36622,CÓRDOBA,SAN JOSÉ DE URÉ,25_99_2_8,23682,5.418749234772,216303.0,105.87100000000001,11.610454022884369
23193,CAQUETÁ,SAN VICENTE DEL CAGUÁN,108_7_2_2,18753,1.98,0.0,1259.8000000000002,4.007667875885963
6820,ANTIOQUIA,TURBO,24_40_3_2,5837,4.49634399297,210304.0,437.24199999999996,3.9535108280181883
19906,CAQUETÁ,EL PAUJÍL,108_74_2_5,18256,32.532398390486996,1108504.0,1505.883,15.192952272891999
68639,NORTE DE SANTANDER,EL TARRA,21_69_1_3,54250,105.92137450070001,3255522.0,272.6,42.13749593734741
33290,CHOCÓ,ISTMINA,66_23_3_5,27361,3.1593,72711.0,8413.85,3.580414713025093
86966,VICHADA,CUMARIBO,73_39_2_3,99773,0.9,0.0,12992.43,1.981800064444542
29610,CAUCA,MORALES,92_16_4_24,19473,16.20537165261,1509.0,0.0,12.914807090759277
65237,NARIÑO,SAN ANDRÉS DE TUMACO,104_55_2_13,52835,19.37510161901,12210372.0,103297.48999999999,18.841458096504212
55148,META,PUERTO RICO,96_39_3_23,50590,64.22026594568,4282297.0,17906.416,23.48730676651001
58222,NARIÑO,BARBACOAS,104_97_2_15,52079,45.51491037468,1648807.0,23114.931,42.51676817893982
30565,CAUCA,SANTA ROSA,106_59_4_22,19701,1.08,0.0,0.0,1.6839000296592712
44238,GUAVIARE,MIRAFLORES,125_49_4_4,95200,15.75738534313,2295634.0,5805.781000000001,14.925788128376007
51116,META,MAPIRIPÁN,83_85_3_8,50325,4.140000000000001,327273.0,6932.41,3.8794118976593017
26309,CAUCA,ARGELIA,92_71_2_10,19050,7.51683899,1705000.0,1503.35,8.8951771235466
34685,CHOCÓ,RIOSUCIO,31_31_2_11,27615,0.43,100.0,0.0,0.6662279367446899
62696,NARIÑO,OLAYA HERRERA,90_89_4_14,52490,10.53918775658,5171679.0,0.0,15.280888913869857
81990,PUTUMAYO,VALLE DEL GUAMUEZ,120_85_1_15,86865,5.57,0.0,62446.08,18.4341002035141
65380,NARIÑO,SAN ANDRÉS DE TUMACO,104_56_4_13,52835,47.345959927980005,13360961.0,173567.91999999998,44.34239590644837
75500,PUTUMAYO,PUERTO ASÍS,120_90_4_16,86568,108.3500103968,10313367.0,55103.9738,101.08888156890869
50068,META,LA MACARENA,95_74_3_13,50350,3.52,0.0,0.0,7.0452001157402995
45887,GUAVIARE,SAN JOSÉ DEL GUAVIARE,97_36_3_24,95001,3.87203125,2414692.0,35481.715000000004,5.5411943387985225
47408,GUAVIARE,SAN JOSÉ DEL GUAVIARE,97_64_3_2,95001,42.0404,3245971.0,60330.598000000005,37.36616425514221
90315,VICHADA,CUMARIBO,85_72_3_13,99773,3.8200000000000003,2931074.0,18887.32,7.114893922805786
16402,CAQUETÁ,CARTAGENA DEL CHAIRÁ,108_79_3_14,18150,9.83,0.0,6008.91,7.597011799812317
37070,CÓRDOBA,TIERRALTA,25_51_2_25,23807,6.467099270638,920877.0,184.57,8.770643734931946
42325,GUAVIARE,EL RETORNO,98_81_4_18,95025,74.55351467806,7253817.0,39862.915,48.85517330169678
12749,BOLÍVAR,SAN PABLO,34_16_2_7,13670,17.10577353695,3722206.0,5115.646,20.145278759002686
37963,CÓRDOBA,TIERRALTA,25_74_3_11,23807,1.98824628,132928.0,271.901,2.439343947470188
56661,META,VISTAHERMOSA,95_10_1_1,50711,0.53911764,163841.0,1256.97,1.4569585124030708
44481,GUAVIARE,SAN JOSÉ DEL GUAVIARE,96_60_3_21,95001,2.9971,1329886.0,30636.730000000003,7.3304791927337645
43891,GUAVIARE,MIRAFLORES,112_83_2_2,95200,4.591473671252,3956918.0,18054.150999999998,10.327070050239563
33243,CHOCÓ,ISTMINA,54_95_3_10,27361,25.91575360894,2756798.0,11069.638,65.86682116508484
30998,CAUCA,TIMBIQUÍ,91_18_4_9,19809,16.4608,3650.0,12469.12,10.186873931884765
64138,NARIÑO,SAMANIEGO,105_65_3_10,52678,37.83749428641,1366448.0,426.8512,45.154227747917176
22149,CAQUETÁ,PUERTO RICO,108_57_3_12,18592,7.62,0.0,5626.87,6.622138553261757
78774,PUTUMAYO,PUERTO GUZMÁN,121_49_3_17,86571,3.6799999999999997,41067.0,15297.09,3.6122060370445253
63522,NARIÑO,ROBERTO PAYÁN,104_30_3_23,52621,86.12164547637,1116215.0,27807.583000000002,75.20669364929199
549,ANTIOQUIA,AMALFI,33_37_3_23,5031,2.7171,375.0,1120.58,3.4965846127271654
5694,ANTIOQUIA,SONSÓN,43_98_1_21,5756,6.09,0.0,491.89,2.7244000197201967
84558,SANTANDER,VÉLEZ,44_40_4_19,68861,1.50537936,10615.0,0.0,0.5873338389396667
6250,ANTIOQUIA,TARAZÁ,33_12_1_14,5790,25.947575285,1430508.0,40425.009,25.469326820373535
44231,GUAVIARE,MIRAFLORES,125_49_2_9,95200,0.24445495,651586.0,5362.125,0.527160475552082
86175,VICHADA,CUMARIBO,62_95_1_15,99773,1.9500000000000002,0.0,5285.93,1.73830002784729
